#"Step","Potential Energy (kJ/mole)","Temperature (K)"
35600,-20946.46082251106,313.0227560678731
35700,-20924.05087017553,300.17892033289485
35800,-20825.948390648387,306.61916480624296
35900,-20960.029273640983,314.8397089007888
36000,-20763.247854739366,317.6845123617546
36100,-20772.452879171113,314.66560831172575
36200,-20890.544031481073,310.959517393501
36300,-20784.65225637706,306.20338826789464
36400,-20907.1506308635,310.37375924744003
36500,-20983.191468791218,314.64748964432044
36600,-20963.386083972575,314.4089263005443
36700,-20836.662743136672,299.4346944652487
36800,-21039.32897439583,305.82360092549726
36900,-20996.829955113528,311.59049981703464
37000,-21032.4470083758,306.3818918334909
37100,-21110.17472220085,307.0909179842208
37200,-21206.250632594074,307.2347612328704
37300,-21164.43222915179,304.92526171877216
37400,-21122.74544634952,306.90280963950306
37500,-21152.99064466397,311.9172717197152
