#"Step","Potential Energy (kJ/mole)","Temperature (K)"
29100,-20475.446426233997,324.42521820667326
29200,-20651.190069876797,332.6494364101665
29300,-20429.320347161974,315.0119088328297
29400,-20721.10464603958,343.8042220605214
29500,-20560.19527764908,335.04533656695537
29600,-20555.799004285884,323.2248169595315
29700,-20570.204734076382,326.94096822317914
29800,-20552.883815856447,326.71804115310505
29900,-20390.655807123,316.9998433138504
30000,-20642.403926672832,340.3011558516218
30100,-20411.337829605378,329.2195467157683
30200,-20397.87801179588,329.5428817354467
30300,-20515.380148011292,337.6492092436934
30400,-20293.46914201104,325.3950575956589
30500,-20461.307103793646,330.1550839290603
30600,-20536.32506741262,340.7621019502547
30700,-20333.567168662976,325.24723326656004
30800,-20637.279857757578,342.3821069924054
30900,-20414.959157923742,344.39346530446846
31000,-20485.70258873132,335.0031189434622
