#"Step","Potential Energy (kJ/mole)","Temperature (K)"
59600,-20880.75306477456,298.8644074015916
59700,-20977.403497976833,319.9422492321418
59800,-20813.74336244614,312.276621694536
59900,-20940.24605369222,325.2528302353808
60000,-20773.520050180097,309.39214314112286
60100,-20657.743158125802,314.33709791220247
60200,-20658.755937587324,303.59352996536916
60300,-20579.01188517119,311.4025624043882
60400,-20624.40098220117,316.8659951308251
60500,-20762.31034287994,315.83052933820767
60600,-20796.120087688378,324.69582048583754
60700,-20898.322515469557,319.01126531626176
60800,-20807.62270513411,311.15907665424
60900,-20750.554978457414,302.70841487019084
61000,-21053.359553208753,316.40560255935907
61100,-20926.950962590683,304.97301463824675
61200,-20953.03231968722,313.91752511857635
61300,-20760.570575505815,299.5137373876986
61400,-20723.437678014852,304.8656382042456
61500,-20847.82618659505,314.0028038985108
