#"Step","Potential Energy (kJ/mole)","Temperature (K)"
33100,-20746.307026946626,314.98449802839235
33200,-20932.21015022397,316.770715013992
33300,-20829.321160453364,309.24675249536546
33400,-20800.222018650835,306.8021702395229
33500,-20917.984402884093,318.9971116082238
33600,-20793.205565125725,323.7460172015796
33700,-20822.29988554114,332.6523219586697
33800,-20576.545666823993,317.3315394542986
33900,-20699.916143804174,318.0933033822179
34000,-20653.492456609456,314.5402476543151
34100,-20736.374939901874,322.0699653378111
34200,-20758.05647758941,310.6592757704393
34300,-20671.79983320368,311.2888529645928
34400,-20674.388279318293,307.1100849231662
34500,-20659.858797516932,304.5642031315671
34600,-20870.56932378587,325.31703906552997
34700,-20819.01708493388,320.8056823539975
34800,-20731.23884956806,305.9677817309945
34900,-20623.683605782117,308.66501098729873
35000,-20641.498909903577,316.18857371713193
