#"Step","Potential Energy (kJ/mole)","Temperature (K)"
29100,-21152.688169479137,304.86913699710306
29200,-21229.48313002449,306.33114728566903
29300,-21172.942901085546,300.43993915863985
29400,-21086.84108578403,293.29138800203543
29500,-21080.095718239,297.80036933961566
29600,-21059.615507782757,299.5927577078723
29700,-21098.612241641942,314.5308517542521
29800,-20923.408489219066,296.512201340335
29900,-20931.751633680946,298.8909850500918
30000,-21032.80339195156,309.58243034907264
30100,-20941.896094123567,294.58974323885377
30200,-21163.62134127265,317.1341314844341
30300,-20927.689063328722,300.2313372623009
30400,-21090.852849162886,309.56315638120356
30500,-21082.43330112535,300.0868319327049
30600,-21163.728561224274,310.64917160065465
30700,-21059.686040391713,313.6073556903889
30800,-20969.138736349705,305.5969839295688
30900,-20953.618772283036,300.7939020388136
31000,-21087.36687849722,308.02235445312266
