#"Step","Potential Energy (kJ/mole)","Temperature (K)"
49600,-21554.632041594097,288.682394472944
49700,-21541.466125618,296.785976133706
49800,-21406.025370478674,297.0606524997923
49900,-21377.855891954812,303.74305163077486
50000,-21205.343378708618,304.0232868052769
50100,-21251.49677549072,309.82999941872316
50200,-21297.868263432465,299.96099200916944
50300,-21168.96338196074,293.7630799252289
50400,-21267.350657612806,302.39230558727087
50500,-21284.43079405945,293.5246855646671
50600,-21070.653043757873,292.75527160126245
50700,-21167.081100465886,298.1613959498615
50800,-21256.48418246481,309.33997998532385
50900,-21126.746685292852,303.2629063976309
51000,-21074.652197010608,299.94763146879194
51100,-21116.910620586434,311.57247299723036
51200,-20896.487207621074,298.8233059357528
51300,-20955.31739711642,309.71064875529146
51400,-20780.476510927816,307.53528925190494
51500,-20902.2034166542,312.647055237782
