#"Step","Potential Energy (kJ/mole)","Temperature (K)"
63600,-20908.892045058226,308.6516337017921
63700,-20832.753001399567,301.6524192026722
63800,-20794.350882878323,305.8955865142875
63900,-20852.04544988152,311.5937607317628
64000,-20908.62015600846,314.8546889743242
64100,-20959.284823609083,309.42691681066884
64200,-20990.913587276507,315.6707825202789
64300,-20844.676720322288,305.0949875665441
64400,-20939.7499949617,311.3457470649899
64500,-20935.789972652372,306.38879689525385
64600,-20884.256473532078,307.9475548735555
64700,-20816.728284160756,320.3193666437461
64800,-20704.729705147198,312.05419627624667
64900,-20865.41596538815,321.6965796243112
65000,-20843.68928749282,319.9579946817048
65100,-20755.760077935618,315.9367169380738
65200,-20694.172109847706,320.09847201387925
65300,-20752.858057404916,312.2485819537029
65400,-20716.407122871296,310.516699610341
65500,-20804.412302946203,314.8953007860606
