#"Step","Potential Energy (kJ/mole)","Temperature (K)"
53100,-21328.574712382037,301.2207376430732
53200,-21256.863206766087,299.57298238285625
53300,-21474.489886327545,313.7379416050623
53400,-21189.267176608864,297.2366239011608
53500,-21192.719843500403,297.4258659080539
53600,-21301.08330205866,303.1513370932276
53700,-21266.55357129721,294.3978019547888
53800,-21271.112612350767,296.05280296645
53900,-21097.242253959685,281.69264572781475
54000,-21252.601010678027,295.8850157969763
54100,-21329.264162213232,303.9317391656366
54200,-21212.653654546983,290.92483740054934
54300,-21324.88362768719,302.11616691625994
54400,-21178.6064694328,287.9710957958719
54500,-21256.00829384393,297.1380900625929
54600,-21191.87439245236,291.2885654032919
54700,-21112.00697058669,298.3339660991556
54800,-21092.805327272035,294.03651368268055
54900,-21198.738920599862,306.0509209707053
55000,-20962.242255607798,297.5538586241627
