#"Step","Potential Energy (kJ/mole)","Temperature (K)"
29600,-20816.494832889577,299.64727473508896
29700,-20823.57810692687,303.4900674288252
29800,-20779.817158761387,304.89608016750157
29900,-20957.914984903375,312.13392657208817
30000,-20882.22138017313,300.8384632977276
30100,-21041.212065588363,313.0800287503692
30200,-20908.844779403807,298.4058684896634
30300,-20699.889948072276,293.2845869816585
30400,-20771.634951772892,313.46737474583205
30500,-20845.42762384712,316.257217011581
30600,-20840.311076366615,305.3952789093294
30700,-21036.80864150989,320.2493456849006
30800,-20981.314810326232,319.23582977211805
30900,-20853.432626328857,300.98164589572417
31000,-21020.844905207694,317.46659705090275
31100,-20928.21653009379,305.35043984978205
31200,-21111.127324282395,302.0258535784256
31300,-20981.205464160237,291.8830724615151
31400,-20947.436239207957,300.68375719619485
31500,-21026.02122896439,308.3103655966569
