#"Step","Potential Energy (kJ/mole)","Temperature (K)"
35100,-21424.028048199205,299.76780314581123
35200,-21470.99702980555,295.69416600943214
35300,-21450.126224339558,294.34900057333624
35400,-21301.289981904127,286.5330555946134
35500,-21310.0659274829,290.8445234463078
35600,-21247.031562131553,298.0211155392309
35700,-21131.05416962842,285.96599996072155
35800,-21271.276774063306,289.3226859441185
35900,-21170.77327829076,294.69397496716846
36000,-21166.221327804255,291.7327514387007
36100,-21183.36750294808,295.7516216813688
36200,-21412.608206982164,306.30085046233336
36300,-21351.049875333734,295.52106836616457
36400,-21335.2895864574,293.8477677010671
36500,-21226.055742329518,286.9252305470014
36600,-21253.8777622347,292.34831378635766
36700,-21228.41733521564,293.18678857324755
36800,-21231.719947381127,289.64249811226085
36900,-21201.77575265409,293.1200367048038
37000,-21232.362769218962,301.63364400009146
