#"Step","Potential Energy (kJ/mole)","Temperature (K)"
25100,-20525.982323428812,325.63504360086165
25200,-20582.249450094216,319.9964767234807
25300,-20625.613301998284,327.13967446957315
25400,-20763.449867576983,332.5292650753534
25500,-20530.027239937564,325.2693603972418
25600,-20698.252427639723,346.238482772331
25700,-20468.40589420223,334.75787836329675
25800,-20420.172403669756,326.79478546266495
25900,-20429.787374865242,327.83596552765084
26000,-20427.503257263674,321.97177053259423
26100,-20364.24049124697,320.60420381267073
26200,-20480.63029087276,323.8473845291861
26300,-20516.746337398457,334.24208546230096
26400,-20571.00590740826,345.7269644011522
26500,-20425.485074178745,331.685063567318
26600,-20437.341542673814,335.2406347740865
26700,-20551.401581327395,333.3185956659065
26800,-20689.44293074034,327.2648185379881
26900,-20468.92266158989,314.252508897636
27000,-20539.000083096882,318.8468426231235
