#"Step","Potential Energy (kJ/mole)","Temperature (K)"
49100,-20970.138394012843,305.5661508423448
49200,-20919.918648927574,308.2502927826955
49300,-20855.57294031876,310.5106826633117
49400,-20758.866376672984,309.17656187166205
49500,-20892.730622982057,322.4584029770033
49600,-20719.847202115776,311.72819576269364
49700,-20769.665821110702,317.58540167749214
49800,-20555.21689842592,307.3876395215475
49900,-20667.275533353757,313.99882554214264
50000,-20688.65965406773,312.7904919675079
50100,-20665.598616038875,310.438531386591
50200,-20690.263101577624,306.305361302783
50300,-20849.493434094704,322.4737744912043
50400,-20866.906763238574,322.7384682957529
50500,-20774.40007904529,313.69768279712065
50600,-20800.592556019063,318.30366349912845
50700,-20868.61547809617,323.8070005086665
50800,-20603.348983207765,308.3246778316906
50900,-20671.541968717433,295.3693906993258
51000,-20924.151533918113,315.2410113413291
