#"Step","Potential Energy (kJ/mole)","Temperature (K)"
53100,-21164.596937011145,287.39338946770795
53200,-21148.588607739974,292.4702782251618
53300,-21281.619537295534,298.8150644972288
53400,-21366.24305327801,303.6709756551044
53500,-21321.442333999687,305.07802705452104
53600,-21161.807933026095,289.4575710572593
53700,-21099.09245270754,284.87526317183506
53800,-21211.644324922963,298.3651099218858
53900,-21187.19606275194,295.46996918507193
54000,-21013.490503290403,287.2049884352917
54100,-21087.667405398817,303.52736886863954
54200,-21041.160185560308,296.0015084684447
54300,-21046.765266640552,304.7659325468581
54400,-20951.142330611077,300.9502026230815
54500,-20874.594792488475,314.87124953365026
54600,-20778.361711305726,307.99547927542466
54700,-20936.343419878493,320.63500341427573
54800,-20888.465554679038,313.3877860250864
54900,-20859.86175955946,311.80136217595026
55000,-20799.948798766458,319.1377354537034
