#"Step","Potential Energy (kJ/mole)","Temperature (K)"
31600,-20873.685709653015,299.8691289673945
31700,-20862.069441079464,301.7683507620163
31800,-20871.386322787468,301.4088325227579
31900,-20915.676456581237,311.0797494278765
32000,-21006.01779783582,314.76837614165015
32100,-21036.881353628323,320.4689028908927
32200,-20870.913235330565,302.1369758535538
32300,-20916.45811972394,312.6858978341696
32400,-20943.497307863287,310.85999985120577
32500,-20944.39157011091,313.1933337820469
32600,-20898.81228117546,314.34366677949845
32700,-20867.782144990353,304.25645619259006
32800,-21049.49271231262,307.91317785783633
32900,-20800.782965226885,297.9186335816041
33000,-20885.544781284374,309.020645810482
33100,-21007.321702056255,309.20365494390353
33200,-20980.99496010576,303.1467454093795
33300,-20887.039299901644,296.8435093214973
33400,-21038.994202283233,302.20579310335245
33500,-20997.995767492845,302.8686428371085
