#"Step","Potential Energy (kJ/mole)","Temperature (K)"
51600,-21385.786365909516,282.7580996098897
51700,-21373.11087645736,290.6126874546742
51800,-21334.323368461755,298.31627955467314
51900,-21171.494618265646,294.81303839757305
52000,-21227.404366963026,299.1308332118128
52100,-21028.118163542422,287.6880522035693
52200,-21163.91947056471,305.83906371754523
52300,-21185.876609979336,303.03961825435914
52400,-21144.27336747359,307.3577457148917
52500,-21030.77421510693,299.73446235680007
52600,-21058.337525413586,298.6320807147043
52700,-21130.43164742709,306.20686151515616
52800,-21046.155596861667,302.3514077335218
52900,-20935.53430953038,296.7111310773947
53000,-21015.401711598162,302.04685484782976
53100,-20999.965153673358,304.6378638119987
53200,-20910.71316086791,307.28986714232497
53300,-21098.487178308562,317.1854016285459
53400,-20792.793627193998,294.0185725088546
53500,-20863.07795779482,308.8422715088822
