#"Step","Potential Energy (kJ/mole)","Temperature (K)"
55100,-21588.885166303335,278.8007760927106
55200,-21489.41332723335,285.8183282957623
55300,-21467.863444584844,282.91687024109973
55400,-21474.624560808585,285.6759413963529
55500,-21470.378972668954,278.6771521441616
55600,-21294.71776560137,276.88775758200865
55700,-21511.169022096743,291.0131914574577
55800,-21441.012248844858,294.4543595650447
55900,-21240.446765847257,277.977517668055
56000,-21391.58398001895,284.9097520074987
56100,-21463.1032853085,283.8598281918869
56200,-21415.572063315998,286.3746152179949
56300,-21476.301810624787,289.3369100631149
56400,-21481.20502249353,284.0305874871923
56500,-21438.635345788465,296.0803315898093
56600,-21396.999960448677,289.71813068624573
56700,-21235.832700902403,287.4798534069939
56800,-21112.781966379178,292.78840547053096
56900,-21010.505089867496,293.85141094072895
57000,-21180.539982222712,304.2325021519909
