#"Step","Potential Energy (kJ/mole)","Temperature (K)"
25100,-21054.932196700083,307.3924624514191
25200,-20872.642576673847,305.7576267571173
25300,-20909.068106566185,318.7275374391815
25400,-20695.2214050372,302.1113437597555
25500,-20877.82167891982,302.3523037734069
25600,-20892.19826996452,308.40880632619263
25700,-21185.614209871994,324.53681900890723
25800,-20982.896448460346,309.1401258127663
25900,-20937.041774249323,308.17261944330767
26000,-21121.964115942566,314.48283594849977
26100,-20974.693220398713,293.72431155713366
26200,-21120.429361687642,296.8395781710909
26300,-21125.211288500883,302.29335574567364
26400,-21298.827141618483,306.0349789260323
26500,-21276.63070354005,294.69164874732655
26600,-21273.254887127838,300.5873927016032
26700,-21401.026449038603,305.37226328637803
26800,-21162.25932246869,288.90428577948666
26900,-21228.952465676844,288.4585172702822
27000,-21284.463799492903,295.7565727283248
