#"Step","Potential Energy (kJ/mole)","Temperature (K)"
41100,-20554.820708496707,343.4748236566481
41200,-20349.0430297032,330.2844740054521
41300,-20435.870805446968,334.4771763533044
41400,-20306.929649375532,330.89700245120025
41500,-20293.7219881756,331.70090269088786
41600,-20322.10754073684,337.2061060791634
41700,-20399.92576012216,335.30060912760604
41800,-20528.80830863921,339.1648379392573
41900,-20345.989340271055,325.24870192484406
42000,-20339.894362414303,318.5749322966619
42100,-20306.71923699485,325.94265081447895
42200,-20294.143415774575,326.8475375831573
42300,-20512.98997786739,338.14336297545805
42400,-20468.040903752753,334.2135369493839
42500,-20465.90357720705,331.5812094040105
42600,-20445.568982977624,325.44679415766706
42700,-20467.071440124677,326.7012044414829
42800,-20335.151528703867,313.3826924719311
42900,-20480.525916201892,321.2821982003979
43000,-20532.660197914716,325.8985736706942
