#"Step","Potential Energy (kJ/mole)","Temperature (K)"
55600,-21518.898815492303,291.4620872328627
55700,-21525.644916647354,300.4908858105175
55800,-21441.988288931876,291.30411476928475
55900,-21383.20200134164,303.5556003504659
56000,-21285.49763107401,289.26210896190827
56100,-21340.383814158093,293.9097315322612
56200,-21179.854684654587,278.41419376911483
56300,-21150.26266695622,293.08999099911415
56400,-21155.23361820649,295.1881450437002
56500,-21266.991978810598,295.30078724653407
56600,-21133.206511127508,291.89053918030044
56700,-21040.122178803467,298.6300470344287
56800,-21028.89697042225,306.7200660547519
56900,-21008.200896225582,301.8280835399325
57000,-20882.41151470948,306.3994063717442
57100,-20837.265695299193,302.8850819423788
57200,-20887.39962922129,309.4087941444075
57300,-21115.303589146748,318.1028962546186
57400,-20861.68127303356,303.8886195152196
57500,-20965.194377327243,305.9427307690099
