#"Step","Potential Energy (kJ/mole)","Temperature (K)"
31100,-20363.920125767672,325.05206343454665
31200,-20619.33543523765,346.9000757763013
31300,-20301.004384585103,321.7757613166475
31400,-20481.756345528513,335.342398294941
31500,-20444.21870031163,338.0093910813974
31600,-20294.234301398606,332.3736976380806
31700,-20510.29001168471,328.7437883780153
31800,-20348.75398706927,311.9888672003851
31900,-20378.653408590446,326.21095125715374
32000,-20482.330241957032,329.5303020816914
32100,-20550.61005726535,334.9175786622737
32200,-20456.92173151144,316.2891311337288
32300,-20406.396472517168,323.7863664875645
32400,-20590.524492214798,329.36302212694267
32500,-20406.17016706983,320.0620350217554
32600,-20537.433781634718,324.6331298009321
32700,-20633.01059859374,338.1590926572886
32800,-20549.180437082174,329.23567916431193
32900,-20499.79958557747,334.19682143339367
33000,-20471.464927234687,325.5305077497657
