#"Step","Potential Energy (kJ/mole)","Temperature (K)"
57100,-21102.636101404096,286.9612994747461
57200,-21203.75331246025,301.4246203540425
57300,-21024.71383107853,288.23931793394235
57400,-21251.488185896385,307.6298390489727
57500,-20927.529292302064,292.804979188714
57600,-20950.139187742083,300.67964151837685
57700,-20708.41907897429,304.87450959884524
57800,-20749.842333940112,310.3238910680598
57900,-20741.606184716256,318.5618094486944
58000,-20792.8963255481,323.13481176998647
58100,-20771.563159280337,314.7326013981397
58200,-20615.95864079213,312.84576840330874
58300,-20661.800755163793,319.50113533409484
58400,-20756.71864120129,322.0182983685458
58500,-20712.978166369572,313.4881474048073
58600,-20833.92506967238,315.47960448424374
58700,-20730.013062158137,309.5065247233558
58800,-20939.355138883868,331.2068919501712
58900,-20640.78926358438,309.88803458888447
59000,-20619.70084274756,317.6905952023106
