#"Step","Potential Energy (kJ/mole)","Temperature (K)"
59100,-21087.465376333308,299.9636975613161
59200,-21043.910894529196,303.7295186615308
59300,-21094.079563750365,316.0024467137941
59400,-20819.552577208746,303.15443297026627
59500,-20780.766807847023,310.60914566275693
59600,-20723.632766130457,323.6651781419298
59700,-20514.451345254474,314.3281447443137
59800,-20488.805014842885,314.37443810857326
59900,-20384.587057387867,326.25476893786976
60000,-20262.744214401577,334.924148524867
60100,-20405.436058237843,337.81762488637173
60200,-20386.099212946032,330.3205593637528
60300,-20401.120868435835,337.6215302353574
60400,-20330.219254350948,334.1186122760481
60500,-20402.980333431544,325.7410685743065
60600,-20371.035415425416,313.3840030960636
60700,-20604.46828622968,322.3450009712303
60800,-20576.308877972006,324.08432573270665
60900,-20636.452151765214,325.6245280970089
61000,-20487.350380837004,311.6138670792123
