#"Step","Potential Energy (kJ/mole)","Temperature (K)"
43100,-20617.226333671428,329.92964578930435
43200,-20386.476209476372,328.0218825447761
43300,-20596.715887293412,327.9142786814663
43400,-20559.378801610015,320.255252128228
43500,-20380.671283977983,310.08783716728345
43600,-20531.822801640446,319.24614555180204
43700,-20587.027542128446,314.0818584323441
43800,-20606.18723966296,316.82455516067506
43900,-20570.248873097607,315.190157650889
44000,-20634.970746052437,308.1808188720171
44100,-20892.200806052628,318.0514602300724
44200,-20763.463331274696,302.7405524176063
44300,-21016.50560011864,319.2368295450503
44400,-20903.762498522017,315.15779280358237
44500,-20714.10644664062,311.13745815218726
44600,-20765.344286338546,313.4107329922257
44700,-20807.10126613645,314.2754376112855
44800,-20707.611157613326,308.11162423066315
44900,-20842.273726844123,314.9971359278084
45000,-20848.19241698387,308.0839091834263
