#"Step","Potential Energy (kJ/mole)","Temperature (K)"
53600,-20973.88620674797,301.8883680890416
53700,-21083.72842332993,303.21159930570906
53800,-20924.235247190307,296.7706921742968
53900,-20873.834727452588,300.161804279213
54000,-20916.060369507413,311.36457773356966
54100,-20904.323829784775,313.85704922744037
54200,-20858.700695895586,305.1763912315331
54300,-20845.643686263535,312.7655839552596
54400,-20856.168551214956,306.6823797987276
54500,-20771.14627170842,296.94366786170053
54600,-21036.760126320307,311.7098413208152
54700,-20789.177658741708,289.3514572540138
54800,-20927.968200219173,307.7833384525373
54900,-21011.758980056304,306.194436559736
55000,-21081.91659255811,302.9170987018958
55100,-21055.801786300784,306.8734996293495
55200,-21072.07701803433,300.2093286207008
55300,-20902.743288104604,289.9172224071329
55400,-21197.606736805046,319.17457567961543
55500,-21107.707474943723,306.9962613577725
