#"Step","Potential Energy (kJ/mole)","Temperature (K)"
49100,-21697.48856889467,283.9592906942366
49200,-21477.562464316292,269.5243805918152
49300,-21592.356914702712,287.1373926109245
49400,-21384.572348033424,273.8196308923402
49500,-21315.639206527238,277.5661943274241
49600,-21395.844244781616,289.0787729932202
49700,-21485.123415521583,301.71331605445766
49800,-21449.297769990295,306.08609932422877
49900,-21338.915116611486,288.28449908676185
50000,-21329.52736840948,287.72914111606866
50100,-21566.840941024013,305.15252846671524
50200,-21340.172221781013,292.11664596800955
50300,-21369.613064790025,292.2434014086288
50400,-21285.17043916516,294.41217300219853
50500,-21255.5239440502,298.23107729833845
50600,-20946.151363301396,275.56614074688554
50700,-21043.498150888077,278.2590527051705
50800,-21132.573331192296,286.82005590129086
50900,-21371.543124010932,304.03665359526536
51000,-21176.086422830747,299.3836385183982
