#"Step","Potential Energy (kJ/mole)","Temperature (K)"
51100,-21201.91233081608,299.5732788947852
51200,-21103.092481172847,298.85455319058036
51300,-21096.91085194545,292.30846244567846
51400,-21273.78566351307,299.02301148692993
51500,-21232.393129083157,306.87253747807557
51600,-21218.24993570585,302.4625532179329
51700,-21207.336109978845,292.7399195697641
51800,-21266.17719487309,299.9255577606815
51900,-21071.943826503306,296.11114479828785
52000,-21178.40519967771,300.2151436561804
52100,-21214.137790308425,303.81146382932917
52200,-21145.688257808233,300.35119046513734
52300,-21154.895319618594,308.9700636975849
52400,-21007.245902674447,293.071536601232
52500,-21148.076523252257,303.99769356409826
52600,-21041.00988774317,288.3952024423208
52700,-21213.4607411616,300.9933279603184
52800,-21192.407959315537,285.64267024120875
52900,-21215.182985648826,286.6406901940645
53000,-21327.989657396716,294.88510450969886
