#"Step","Potential Energy (kJ/mole)","Temperature (K)"
31100,-20986.061917430874,306.52261324459454
31200,-20916.99250547398,307.7340105746987
31300,-20692.92634595041,294.897726367327
31400,-20976.172707471174,312.79732575223954
31500,-20878.13750631072,302.9514751742845
31600,-21042.15030160752,317.17799849685395
31700,-20975.68821163744,308.858420815008
31800,-20898.98500511554,304.2745528345287
31900,-21045.479850658678,303.3627050447012
32000,-20862.24836149745,300.81300508385146
32100,-21080.302339474212,306.9838311084119
32200,-21004.417489129173,303.31280266691385
32300,-21043.93575820679,306.1886636314074
32400,-21042.83423891753,308.4506266673522
32500,-21003.275401274757,298.1131944282665
32600,-21125.499936741548,302.3601411290025
32700,-21113.160910924304,299.44433892200146
32800,-21227.55872536778,304.41602976597324
32900,-21181.957397592552,309.0707069544799
33000,-20947.536067717654,295.92893638217186
