#"Step","Potential Energy (kJ/mole)","Temperature (K)"
61100,-20614.08296323248,319.53498254111867
61200,-20717.522937154714,331.6725043566207
61300,-20695.183632016622,340.1302089590832
61400,-20527.10567923062,327.66380459170324
61500,-20681.6801484908,331.9935680985254
61600,-20672.2597852491,329.60599820259205
61700,-20540.13254646573,324.5180401939108
61800,-20447.21854426114,318.6018801692951
61900,-20463.650034721435,320.92491583397657
62000,-20532.355209097528,322.5300725281658
62100,-20730.283818373955,324.5638299781342
62200,-20710.756511583717,316.66953530954265
62300,-20844.481028298233,327.1503731173757
62400,-20621.307256815384,324.43614993326054
62500,-20489.35819413017,319.3134524510196
62600,-20690.667204543006,331.6356771340461
62700,-20579.909255727798,319.6545396548773
62800,-20590.62608408385,329.82379344571945
62900,-20541.570324762,329.7761815362655
63000,-20515.705680865954,337.4687419229275
