#"Step","Potential Energy (kJ/mole)","Temperature (K)"
57600,-20827.187492217265,298.00872561888644
57700,-20719.327376092642,299.1234483134428
57800,-20871.57926985424,318.7342060992296
57900,-20751.291211558935,309.4153555478935
58000,-20801.89646364156,311.4049181236246
58100,-20857.759020816808,312.5652391999077
58200,-20848.479814800317,312.77774777249454
58300,-20838.190613854058,322.7609643399873
58400,-20969.45665529704,329.9979687781957
58500,-20711.114740845238,314.6164923955485
58600,-20703.561367662693,310.2510717320726
58700,-20944.13397568529,333.2682345162639
58800,-20716.404424243643,303.3416684365984
58900,-20680.42795301065,304.55020741104545
59000,-20833.989192359993,313.5395001955056
59100,-20801.625288176994,317.9599221169929
59200,-20832.653369359206,313.71246819747483
59300,-20894.85026069863,307.91414038175765
59400,-20998.24178491129,315.22291545731326
59500,-21073.302660472335,312.51714327888635
