#"Step","Potential Energy (kJ/mole)","Temperature (K)"
63100,-21250.26925961447,297.4950786957219
63200,-21118.380855615553,295.71836337279984
63300,-20948.80844615287,301.10240276942693
63400,-21059.22292600614,304.9705045096404
63500,-21050.137413257762,308.2827916172057
63600,-20925.080739847348,300.7367449568935
63700,-21048.258582268565,308.4563369542941
63800,-20930.596180722205,308.68507793583365
63900,-20784.02828706372,293.7360886240711
64000,-21224.887431202405,305.7991438643408
64100,-21114.165181779365,296.4471443386325
64200,-21075.522694559633,298.77517658393634
64300,-21069.47193646393,293.84748826635996
64400,-20999.678354873136,284.82330061604574
64500,-21180.799013440614,307.64065038242853
64600,-21051.5072813585,299.4704279887127
64700,-21183.193059402634,315.64273283630513
64800,-21019.56238832889,301.5537643564397
64900,-21022.50618360604,301.60513910556807
65000,-21074.276065479997,297.82316206662904
